episode,score,steps,avg1000,policy_loss,value_loss,entropy,timestamp
120,1516,158,1138.1,0.0,0.0,0.0,1763885403
121,708,95,1134.5454545454545,0.0,0.0,0.0,1763885404
122,932,114,1132.8852459016393,0.0,0.0,0.0,1763885404
123,1312,133,1134.341463414634,0.0,0.0,0.0,1763885404
124,608,82,1130.0967741935483,0.0,0.0,0.0,1763885404
125,580,78,1125.696,0.0,0.0,0.0,1763885405
126,2132,182,1133.6825396825398,0.0,0.0,0.0,1763885405
127,1076,116,1133.2283464566929,0.0,0.0,0.0,1763885405
128,544,75,1128.625,0.0,0.0,0.0,1763885406
129,1284,138,1129.8294573643411,0.0,0.0,0.0,1763885406
130,1484,157,1132.553846153846,0.0,0.0,0.0,1763885406
131,908,98,1130.8396946564885,0.0,0.0,0.0,1763885407
132,888,107,1129.0,0.0,0.0,0.0,1763885407
133,1620,162,1132.6917293233082,0.0,0.0,0.0,1763885408
134,1916,157,1138.5373134328358,0.0,0.0,0.0,1763885408
135,996,118,1137.4814814814815,0.0,0.0,0.0,1763885408
136,1164,122,1137.6764705882354,0.0,0.0,0.0,1763885410
137,1272,128,1138.6569343065694,0.0,0.0,0.0,1763885410
138,1336,139,1140.0869565217392,0.0,0.0,0.0,1763885410
139,1476,154,1142.5035971223022,0.0,0.0,0.0,1763885411
140,628,82,1138.8285714285714,0.0,0.0,0.0,1763885411
141,1300,139,1139.9716312056737,0.0,0.0,0.0,1763885411
142,1076,112,1139.5211267605634,0.0,0.0,0.0,1763885412
143,1252,134,1140.3076923076924,0.0,0.0,0.0,1763885412
144,1388,144,1142.0277777777778,0.0,0.0,0.0,1763885412
145,1180,128,1142.2896551724139,0.0,0.0,0.0,1763885413
146,1120,121,1142.13698630137,0.0,0.0,0.0,1763885413
147,728,95,1139.3197278911564,0.0,0.0,0.0,1763885413
148,1408,148,1141.1351351351352,0.0,0.0,0.0,1763885414
149,1392,142,1142.8187919463087,0.0,0.0,0.0,1763885414
150,600,83,1139.2,0.0,0.0,0.0,1763885414
151,424,71,1134.4635761589404,0.0,0.0,0.0,1763885415
152,1048,129,1133.8947368421052,0.0,0.0,0.0,1763885416
153,1064,127,1133.437908496732,0.0,0.0,0.0,1763885416
154,1656,168,1136.8311688311687,0.0,0.0,0.0,1763885417
155,1596,161,1139.7935483870967,0.0,0.0,0.0,1763885417
156,2356,199,1147.5897435897436,0.0,0.0,0.0,1763885418
157,584,81,1144.0,0.0,0.0,0.0,1763885418
158,736,97,1141.4177215189873,0.0,0.0,0.0,1763885418
159,1024,110,1140.6792452830189,0.0,0.0,0.0,1763885419
160,1160,119,1140.8,0.0,0.0,0.0,1763885419
161,1016,109,1140.024844720497,0.0,0.0,0.0,1763885419
162,800,102,1137.9259259259259,0.0,0.0,0.0,1763885419
163,1412,146,1139.6073619631902,0.0,0.0,0.0,1763885420
164,2060,173,1145.219512195122,0.0,0.0,0.0,1763885420
165,1620,162,1148.0969696969696,0.0,0.0,0.0,1763885421
166,684,90,1145.301204819277,0.0,0.0,0.0,1763885421
167,1056,114,1144.7664670658683,0.0,0.0,0.0,1763885421
168,720,97,1142.2380952380952,0.0,0.0,0.0,1763885423
169,660,86,1139.3846153846155,0.0,0.0,0.0,1763885423
170,976,102,1138.4235294117648,0.0,0.0,0.0,1763885423
171,1264,138,1139.157894736842,0.0,0.0,0.0,1763885424
172,1644,168,1142.093023255814,0.0,0.0,0.0,1763885424
173,892,109,1140.6473988439307,0.0,0.0,0.0,1763885424
174,584,80,1137.448275862069,0.0,0.0,0.0,1763885425
175,200,45,1132.0914285714287,0.0,0.0,0.0,1763885425
176,676,91,1129.5,0.0,0.0,0.0,1763885425
177,1116,119,1129.4237288135594,0.0,0.0,0.0,1763885425
178,704,94,1127.0337078651685,0.0,0.0,0.0,1763885426
179,412,67,1123.0391061452515,0.0,0.0,0.0,1763885426
180,1200,132,1123.4666666666667,0.0,0.0,0.0,1763885426
181,636,89,1120.7734806629835,0.0,0.0,0.0,1763885426
182,320,58,1116.3736263736264,0.0,0.0,0.0,1763885426
183,1064,114,1116.0874316939892,0.0,0.0,0.0,1763885427
184,1248,123,1116.804347826087,0.0,0.0,0.0,1763885427
185,840,100,1115.3081081081082,0.0,0.0,0.0,1763885427
186,1416,144,1116.9247311827958,0.0,0.0,0.0,1763885428
187,704,94,1114.716577540107,0.0,0.0,0.0,1763885428
188,1180,123,1115.063829787234,0.0,0.0,0.0,1763885429
189,1000,121,1114.4550264550264,0.0,0.0,0.0,1763885430
190,1212,125,1114.9684210526316,0.0,0.0,0.0,1763885430
191,2304,194,1121.193717277487,0.0,0.0,0.0,1763885431
192,328,59,1117.0625,0.0,0.0,0.0,1763885431
193,308,56,1112.8704663212436,0.0,0.0,0.0,1763885431
194,1220,126,1113.4226804123712,0.0,0.0,0.0,1763885431
195,744,92,1111.5282051282052,0.0,0.0,0.0,1763885432
196,268,54,1107.2244897959183,0.0,0.0,0.0,1763885432
197,432,70,1103.7969543147208,0.0,0.0,0.0,1763885432
198,2428,206,1110.4848484848485,0.0,0.0,0.0,1763885433
199,1092,118,1110.391959798995,0.0,0.0,0.0,1763885433
200,924,113,1109.46,0.0,0.0,0.0,1763885433
201,536,74,1106.6069651741293,0.0,0.0,0.0,1763885433
202,708,95,1104.6336633663366,0.0,0.0,0.0,1763885434
203,620,89,1102.2463054187192,0.0,0.0,0.0,1763885434
204,756,93,1100.549019607843,0.0,0.0,0.0,1763885434
205,1340,136,1101.7170731707317,0.0,0.0,0.0,1763885435
206,1384,144,1103.0873786407767,0.0,0.0,0.0,1763885435
207,684,90,1101.0628019323672,0.0,0.0,0.0,1763885436
208,1456,149,1102.7692307692307,0.0,0.0,0.0,1763885437
209,464,71,1099.7129186602872,0.0,0.0,0.0,1763885437
210,472,69,1096.7238095238095,0.0,0.0,0.0,1763885437
211,508,68,1093.9336492890995,0.0,0.0,0.0,1763885437
212,1600,161,1096.3207547169811,0.0,0.0,0.0,1763885438
213,384,62,1092.9765258215962,0.0,0.0,0.0,1763885438
214,952,99,1092.3177570093458,0.0,0.0,0.0,1763885438
215,2336,201,1098.1023255813955,0.0,0.0,0.0,1763885439
216,1404,148,1099.5185185185185,0.0,0.0,0.0,1763885439
217,984,108,1098.9861751152073,0.0,0.0,0.0,1763885440
218,736,95,1097.3211009174313,0.0,0.0,0.0,1763885440
219,1400,144,1098.703196347032,0.0,0.0,0.0,1763885440
220,1304,132,1099.6363636363637,0.0,0.0,0.0,1763885441
221,496,65,1096.9049773755655,0.0,0.0,0.0,1763885441
222,1328,137,1097.945945945946,0.0,0.0,0.0,1763885441
223,768,95,1096.4663677130045,0.0,0.0,0.0,1763885441
224,1604,162,1098.732142857143,0.0,0.0,0.0,1763885442
225,832,109,1097.5466666666666,0.0,0.0,0.0,1763885443
226,736,97,1095.9469026548672,0.0,0.0,0.0,1763885443
227,1492,152,1097.691629955947,0.0,0.0,0.0,1763885444
228,664,89,1095.7894736842106,0.0,0.0,0.0,1763885444
229,1260,132,1096.5065502183406,0.0,0.0,0.0,1763885445
230,1200,123,1096.9565217391305,0.0,0.0,0.0,1763885445
231,868,114,1095.965367965368,0.0,0.0,0.0,1763885445
232,848,111,1094.896551724138,0.0,0.0,0.0,1763885446
233,1404,141,1096.2231759656652,0.0,0.0,0.0,1763885446
234,1816,174,1099.2991452991453,0.0,0.0,0.0,1763885446
235,508,74,1096.7829787234043,0.0,0.0,0.0,1763885447
236,1116,117,1096.864406779661,0.0,0.0,0.0,1763885447
237,2328,195,1102.0590717299579,0.0,0.0,0.0,1763885448
238,1416,148,1103.3781512605042,0.0,0.0,0.0,1763885448
239,1260,134,1104.0334728033472,0.0,0.0,0.0,1763885448
240,580,86,1101.85,0.0,0.0,0.0,1763885449
241,2516,216,1107.7178423236514,0.0,0.0,0.0,1763885450
242,2136,169,1111.9669421487604,0.0,0.0,0.0,1763885451
243,2104,173,1116.0493827160494,0.0,0.0,0.0,1763885451
244,2888,238,1123.311475409836,0.0,0.0,0.0,1763885452
245,1136,122,1123.3632653061225,0.0,0.0,0.0,1763885452
246,2200,186,1127.739837398374,0.0,0.0,0.0,1763885453
247,1364,141,1128.6963562753037,0.0,0.0,0.0,1763885453
248,284,54,1125.2903225806451,0.0,0.0,0.0,1763885453
249,1380,141,1126.313253012048,0.0,0.0,0.0,1763885454
250,1052,113,1126.016,0.0,0.0,0.0,1763885454
251,1544,156,1127.6812749003984,0.0,0.0,0.0,1763885455
252,660,88,1125.8253968253969,0.0,0.0,0.0,1763885455
253,656,91,1123.9683794466403,0.0,0.0,0.0,1763885455
254,904,108,1123.1023622047244,0.0,0.0,0.0,1763885455
255,1412,148,1124.235294117647,0.0,0.0,0.0,1763885457
256,1104,119,1124.15625,0.0,0.0,0.0,1763885457
257,596,90,1122.1011673151752,0.0,0.0,0.0,1763885457
258,1096,122,1122.0,0.0,0.0,0.0,1763885458
259,1320,137,1122.7644787644788,0.0,0.0,0.0,1763885458
260,1320,134,1123.5230769230768,0.0,0.0,0.0,1763885458
261,1340,140,1124.352490421456,0.0,0.0,0.0,1763885459
262,1484,149,1125.7251908396947,0.0,0.0,0.0,1763885459
263,980,118,1125.171102661597,0.0,0.0,0.0,1763885460
264,768,99,1123.8181818181818,0.0,0.0,0.0,1763885460
265,1596,161,1125.6,0.0,0.0,0.0,1763885460
266,1060,123,1125.3533834586467,0.0,0.0,0.0,1763885461
267,1272,129,1125.9026217228463,0.0,0.0,0.0,1763885461
268,1444,150,1127.089552238806,0.0,0.0,0.0,1763885462
269,1292,134,1127.7026022304833,0.0,0.0,0.0,1763885462
270,1756,180,1130.0296296296297,0.0,0.0,0.0,1763885462
271,2216,181,1134.0369003690037,0.0,0.0,0.0,1763885464
272,1376,135,1134.9264705882354,0.0,0.0,0.0,1763885464
273,760,103,1133.5531135531135,0.0,0.0,0.0,1763885465
274,1108,130,1133.4598540145985,0.0,0.0,0.0,1763885465
275,384,64,1130.7345454545455,0.0,0.0,0.0,1763885465
276,2080,177,1134.1739130434783,0.0,0.0,0.0,1763885466
277,564,77,1132.115523465704,0.0,0.0,0.0,1763885466
278,168,41,1128.6474820143885,0.0,0.0,0.0,1763885466
279,680,89,1127.0394265232974,0.0,0.0,0.0,1763885466
280,312,57,1124.1285714285714,0.0,0.0,0.0,1763885467
281,936,119,1123.459074733096,0.0,0.0,0.0,1763885467
282,588,82,1121.5602836879432,0.0,0.0,0.0,1763885467
283,1080,119,1121.4134275618374,0.0,0.0,0.0,1763885467
284,1204,124,1121.7042253521126,0.0,0.0,0.0,1763885468
285,716,97,1120.280701754386,0.0,0.0,0.0,1763885468
286,1488,152,1121.5664335664335,0.0,0.0,0.0,1763885469
287,1404,147,1122.5505226480836,0.0,0.0,0.0,1763885469
288,1160,123,1122.6805555555557,0.0,0.0,0.0,1763885469
289,1352,143,1123.4740484429067,0.0,0.0,0.0,1763885471
290,1072,112,1123.296551724138,0.0,0.0,0.0,1763885471
291,564,77,1121.3745704467353,0.0,0.0,0.0,1763885471
292,816,106,1120.3287671232877,0.0,0.0,0.0,1763885472
293,1632,166,1122.075085324232,0.0,0.0,0.0,1763885472
294,264,50,1119.156462585034,0.0,0.0,0.0,1763885472
295,1072,117,1118.9966101694915,0.0,0.0,0.0,1763885473
296,1584,165,1120.5675675675675,0.0,0.0,0.0,1763885473
297,1572,166,1122.087542087542,0.0,0.0,0.0,1763885474
298,1052,114,1121.8523489932886,0.0,0.0,0.0,1763885474
299,652,83,1120.2809364548496,0.0,0.0,0.0,1763885474
300,236,47,1117.3333333333333,0.0,0.0,0.0,1763885474
301,792,101,1116.252491694352,0.0,0.0,0.0,1763885475
302,912,108,1115.5761589403974,0.0,0.0,0.0,1763885475
303,1148,121,1115.6831683168316,0.0,0.0,0.0,1763885475
304,2908,243,1121.578947368421,0.0,0.0,0.0,1763885476
305,1304,136,1122.177049180328,0.0,0.0,0.0,1763885476
306,900,104,1121.450980392157,0.0,0.0,0.0,1763885478
307,2396,207,1125.6026058631921,0.0,0.0,0.0,1763885478
308,800,101,1124.5454545454545,0.0,0.0,0.0,1763885479
309,1400,139,1125.4368932038835,0.0,0.0,0.0,1763885479
310,352,60,1122.941935483871,0.0,0.0,0.0,1763885479
311,692,91,1121.556270096463,0.0,0.0,0.0,1763885479
312,2436,206,1125.7692307692307,0.0,0.0,0.0,1763885480
313,2220,187,1129.2651757188498,0.0,0.0,0.0,1763885481
314,1348,141,1129.9617834394905,0.0,0.0,0.0,1763885481
315,384,63,1127.5936507936508,0.0,0.0,0.0,1763885481
316,1644,169,1129.2278481012659,0.0,0.0,0.0,1763885482
317,1312,138,1129.8044164037856,0.0,0.0,0.0,1763885482
318,1348,140,1130.4905660377358,0.0,0.0,0.0,1763885482
319,580,79,1128.7648902821318,0.0,0.0,0.0,1763885483
320,1528,156,1130.0125,0.0,0.0,0.0,1763885483
321,1440,150,1130.9781931464174,0.0,0.0,0.0,1763885485
322,1772,165,1132.9689440993789,0.0,0.0,0.0,1763885485
323,1532,160,1134.2043343653252,0.0,0.0,0.0,1763885485
324,696,95,1132.851851851852,0.0,0.0,0.0,1763885486
325,504,77,1130.916923076923,0.0,0.0,0.0,1763885486
326,1668,170,1132.564417177914,0.0,0.0,0.0,1763885486
327,324,57,1130.091743119266,0.0,0.0,0.0,1763885487
328,284,54,1127.5121951219512,0.0,0.0,0.0,1763885487
329,1460,151,1128.5227963525836,0.0,0.0,0.0,1763885487
330,2152,204,1131.6242424242423,0.0,0.0,0.0,1763885488
331,1368,143,1132.3383685800604,0.0,0.0,0.0,1763885488
332,800,105,1131.3373493975903,0.0,0.0,0.0,1763885489
333,668,86,1129.945945945946,0.0,0.0,0.0,1763885489
334,548,82,1128.2035928143712,0.0,0.0,0.0,1763885489
335,3092,256,1134.0656716417911,0.0,0.0,0.0,1763885490
336,348,59,1131.7261904761904,0.0,0.0,0.0,1763885490
337,656,87,1130.314540059347,0.0,0.0,0.0,1763885490
338,2208,182,1133.5029585798816,0.0,0.0,0.0,1763885492
339,1760,162,1135.3510324483775,0.0,0.0,0.0,1763885492
340,2668,228,1139.8588235294117,0.0,0.0,0.0,1763885493
341,1536,150,1141.0205278592375,0.0,0.0,0.0,1763885493
342,1096,132,1140.888888888889,0.0,0.0,0.0,1763885494
343,732,97,1139.6967930029155,0.0,0.0,0.0,1763885494
344,616,84,1138.1744186046512,0.0,0.0,0.0,1763885494
345,516,83,1136.3710144927536,0.0,0.0,0.0,1763885494
346,2424,204,1140.092485549133,0.0,0.0,0.0,1763885495
347,728,95,1138.9048991354466,0.0,0.0,0.0,1763885495
348,1632,151,1140.3218390804598,0.0,0.0,0.0,1763885496
349,3000,242,1145.650429799427,0.0,0.0,0.0,1763885496
350,676,90,1144.3085714285714,0.0,0.0,0.0,1763885497
351,228,46,1141.6980056980058,0.0,0.0,0.0,1763885497
352,924,98,1141.0795454545455,0.0,0.0,0.0,1763885497
353,396,65,1138.9688385269121,0.0,0.0,0.0,1763885497
354,692,90,1137.7062146892656,0.0,0.0,0.0,1763885499
355,712,96,1136.5070422535211,0.0,0.0,0.0,1763885499
356,1292,133,1136.943820224719,0.0,0.0,0.0,1763885499
357,920,115,1136.3361344537816,0.0,0.0,0.0,1763885500
358,1600,159,1137.6312849162011,0.0,0.0,0.0,1763885500
359,272,52,1135.2200557103065,0.0,0.0,0.0,1763885500
360,1336,139,1135.7777777777778,0.0,0.0,0.0,1763885501
361,2364,194,1139.180055401662,0.0,0.0,0.0,1763885501
362,828,107,1138.3204419889503,0.0,0.0,0.0,1763885501
363,396,65,1136.2754820936639,0.0,0.0,0.0,1763885502
364,1300,132,1136.7252747252746,0.0,0.0,0.0,1763885502
365,480,73,1134.9260273972602,0.0,0.0,0.0,1763885502
366,1180,131,1135.049180327869,0.0,0.0,0.0,1763885503
367,1044,110,1134.8010899182561,0.0,0.0,0.0,1763885503
368,1220,128,1135.0326086956522,0.0,0.0,0.0,1763885503
369,2392,200,1138.439024390244,0.0,0.0,0.0,1763885504
370,1316,136,1138.918918918919,0.0,0.0,0.0,1763885504
371,324,59,1136.722371967655,0.0,0.0,0.0,1763885505
372,1740,176,1138.3440860215053,0.0,0.0,0.0,1763885506
373,1784,180,1140.0750670241287,0.0,0.0,0.0,1763885506
374,716,95,1138.9411764705883,0.0,0.0,0.0,1763885507
375,1388,146,1139.6053333333334,0.0,0.0,0.0,1763885507
376,1032,123,1139.3191489361702,0.0,0.0,0.0,1763885508
377,1528,159,1140.3501326259948,0.0,0.0,0.0,1763885508
378,1496,154,1141.2910052910054,0.0,0.0,0.0,1763885508
379,1452,152,1142.1108179419525,0.0,0.0,0.0,1763885509
380,1420,150,1142.842105263158,0.0,0.0,0.0,1763885509
381,1252,131,1143.1286089238845,0.0,0.0,0.0,1763885510
382,452,68,1141.3193717277486,0.0,0.0,0.0,1763885510
383,1496,155,1142.2454308093995,0.0,0.0,0.0,1763885510
384,584,80,1140.7916666666667,0.0,0.0,0.0,1763885511
385,764,101,1139.812987012987,0.0,0.0,0.0,1763885511
386,1012,109,1139.481865284974,0.0,0.0,0.0,1763885511
387,1940,188,1141.5503875968993,0.0,0.0,0.0,1763885513
388,1296,133,1141.9484536082475,0.0,0.0,0.0,1763885513
389,572,78,1140.483290488432,0.0,0.0,0.0,1763885513
390,396,65,1138.574358974359,0.0,0.0,0.0,1763885514
391,1216,133,1138.772378516624,0.0,0.0,0.0,1763885514
392,1420,148,1139.4897959183672,0.0,0.0,0.0,1763885514
393,1560,162,1140.559796437659,0.0,0.0,0.0,1763885515
394,668,90,1139.3604060913706,0.0,0.0,0.0,1763885515
395,816,105,1138.5417721518988,0.0,0.0,0.0,1763885516
396,772,95,1137.6161616161617,0.0,0.0,0.0,1763885516
397,664,88,1136.4231738035264,0.0,0.0,0.0,1763885516
398,756,95,1135.467336683417,0.0,0.0,0.0,1763885516
399,1308,135,1135.8997493734337,0.0,0.0,0.0,1763885517
400,1392,149,1136.54,0.0,0.0,0.0,1763885517
401,572,78,1135.1321695760598,0.0,0.0,0.0,1763885517
402,1840,176,1136.8855721393036,0.0,0.0,0.0,1763885518
403,1644,169,1138.1439205955335,0.0,0.0,0.0,1763885519
404,640,89,1136.9108910891089,0.0,0.0,0.0,1763885520
405,1104,118,1136.8296296296296,0.0,0.0,0.0,1763885520
406,1804,186,1138.472906403941,0.0,0.0,0.0,1763885521
407,1136,127,1138.4668304668305,0.0,0.0,0.0,1763885521
408,1140,126,1138.4705882352941,0.0,0.0,0.0,1763885521
409,1008,121,1138.151589242054,0.0,0.0,0.0,1763885522
410,2220,181,1140.790243902439,0.0,0.0,0.0,1763885522
411,996,122,1140.4379562043796,0.0,0.0,0.0,1763885523
412,628,87,1139.1941747572816,0.0,0.0,0.0,1763885523
413,1480,155,1140.0193704600483,0.0,0.0,0.0,1763885523
414,1612,164,1141.159420289855,0.0,0.0,0.0,1763885524
415,1476,153,1141.9662650602409,0.0,0.0,0.0,1763885524
416,968,125,1141.548076923077,0.0,0.0,0.0,1763885525
417,688,91,1140.4604316546763,0.0,0.0,0.0,1763885525
418,300,55,1138.4497607655503,0.0,0.0,0.0,1763885525
419,940,116,1137.9761336515512,0.0,0.0,0.0,1763885526
420,388,64,1136.1904761904761,0.0,0.0,0.0,1763885527
421,1280,131,1136.5320665083136,0.0,0.0,0.0,1763885527
422,892,108,1135.952606635071,0.0,0.0,0.0,1763885527
423,948,117,1135.5082742316786,0.0,0.0,0.0,1763885528
424,3044,251,1140.0094339622642,0.0,0.0,0.0,1763885528
425,1712,171,1141.355294117647,0.0,0.0,0.0,1763885529
426,556,77,1139.981220657277,0.0,0.0,0.0,1763885529
427,1468,153,1140.7494145199064,0.0,0.0,0.0,1763885530
428,1000,124,1140.4205607476636,0.0,0.0,0.0,1763885530
429,364,64,1138.6107226107226,0.0,0.0,0.0,1763885530
430,1092,129,1138.5023255813953,0.0,0.0,0.0,1763885531
431,1008,107,1138.199535962877,0.0,0.0,0.0,1763885531
432,1024,125,1137.9351851851852,0.0,0.0,0.0,1763885531
433,1452,152,1138.660508083141,0.0,0.0,0.0,1763885532
434,2400,197,1141.5668202764978,0.0,0.0,0.0,1763885532
435,1468,155,1142.3172413793104,0.0,0.0,0.0,1763885534
