episode,score,avg100,policy_loss,value_loss,reward_loss,timestamp
1,896,896.0,0.0,0.0,0.0,1763888505
2,808,852.0,1.3771270215511322,5781.8072509765625,424.9207191467285,1763888506
3,2000,1234.6666666666667,1.376984179019928,8230.533935546875,1020.0964050292969,1763888508
4,1520,1306.0,1.3768094182014465,8027.75,706.3083114624023,1763888509
5,1156,1276.0,1.3755987733602524,7491.662780761719,612.5128517150879,1763888510
6,1752,1355.3333333333333,1.3762527108192444,7180.334411621094,693.5204544067383,1763888512
7,1408,1362.857142857143,1.375151887536049,7554.625,702.4126968383789,1763888513
8,928,1308.5,1.373990759253502,7309.2562255859375,728.0606899261475,1763888514
9,1476,1327.111111111111,1.372870147228241,6346.693054199219,605.1352996826172,1763888516
10,1304,1324.8,1.37224742770195,6503.291259765625,665.0588760375977,1763888517
11,1448,1336.0,1.3717884719371796,7198.625,769.117488861084,1763888518
12,972,1305.6666666666667,1.3688831478357315,6091.1278076171875,477.4285087585449,1763888520
13,2236,1377.2307692307693,1.366439312696457,7043.1563720703125,595.7333221435547,1763888521
14,1500,1386.0,1.3650892078876495,6350.5167236328125,517.1169700622559,1763888523
15,1020,1361.6,1.3629899322986603,7753.634216308594,926.5489082336426,1763888524
16,1288,1357.0,1.356694906949997,7478.5103759765625,844.8345489501953,1763888525
17,784,1323.2941176470588,1.3563120067119598,6554.322265625,495.07077407836914,1763888526
18,2516,1389.5555555555557,1.3500323295593262,7406.4927978515625,642.5431900024414,1763888528
19,1292,1384.421052631579,1.3420155942440033,6585.7293701171875,647.9032249450684,1763888529
20,760,1353.2,1.3391092717647552,7224.030334472656,898.3539810180664,1763888530
21,1016,1337.142857142857,1.3310527205467224,7033.911376953125,811.1171722412109,1763888531
22,152,1283.2727272727273,1.3240612596273422,6861.361083984375,598.7344055175781,1763888532
23,288,1240.0,1.3223245590925217,6305.9322509765625,541.5155258178711,1763888533
24,1016,1230.6666666666667,1.305516242980957,5778.700622558594,408.474308013916,1763888534
25,1464,1240.0,1.2960212677717209,6436.65869140625,635.9986000061035,1763888535
26,404,1207.8461538461538,1.2931877374649048,6089.091613769531,612.8404884338379,1763888536
27,1088,1203.4074074074074,1.2824680656194687,7223.8798828125,544.4108428955078,1763888537
28,408,1175.0,1.2735452353954315,5481.202209472656,509.2652359008789,1763888538
29,352,1146.6206896551723,1.2622502744197845,6227.348388671875,486.2333106994629,1763888539
30,756,1133.6,1.2547954469919205,6546.910461425781,518.2585430145264,1763888540
31,1492,1145.1612903225807,1.2365513741970062,6182.7110595703125,531.0699157714844,1763888541
32,812,1134.75,1.2293699979782104,6093.969177246094,429.2411346435547,1763888542
33,660,1120.3636363636363,1.2437183260917664,6007.7611083984375,479.37841415405273,1763888543
34,340,1097.4117647058824,1.232049822807312,5947.541442871094,488.60955810546875,1763888544
35,580,1082.6285714285714,1.2335271835327148,6245.990234375,412.8240776062012,1763888545
36,1028,1081.111111111111,1.211371973156929,5269.586608886719,346.29954719543457,1763888546
37,676,1070.162162162162,1.2301194667816162,5036.3541259765625,426.3360366821289,1763888547
38,252,1048.6315789473683,1.2126285880804062,5683.3868408203125,349.4472999572754,1763888548
39,1516,1060.6153846153845,1.2013423889875412,5678.465637207031,362.82162284851074,1763888549
40,216,1039.5,1.1901572942733765,5885.8856201171875,451.4028663635254,1763888550
41,508,1026.5365853658536,1.1930288672447205,6020.300231933594,528.9579467773438,1763888551
42,276,1008.6666666666666,1.1901166886091232,5484.9849853515625,400.6659641265869,1763888552
43,304,992.2790697674419,1.17379929125309,5345.452209472656,378.27900314331055,1763888553
44,608,983.5454545454545,1.1828683614730835,5300.868591308594,444.18755531311035,1763888553
45,148,964.9777777777778,1.1754158586263657,5487.606170654297,375.13404273986816,1763888554
46,1524,977.1304347826087,1.1733253300189972,5524.259826660156,357.92628288269043,1763888555
47,708,971.4042553191489,1.1436353027820587,5522.5184326171875,466.2028999328613,1763888557
48,572,963.0833333333334,1.1715253442525864,5623.701232910156,444.7160224914551,1763888557
49,1460,973.2244897959183,1.1627048552036285,4739.962127685547,382.08578872680664,1763888559
50,348,960.72,1.1287419497966766,4793.661437988281,421.0788745880127,1763888560
51,604,953.7254901960785,1.1503936797380447,4662.6048583984375,347.0162696838379,1763888561
52,1160,957.6923076923077,1.130020022392273,5061.9715576171875,476.622615814209,1763888562
53,360,946.4150943396227,1.1112296059727669,4947.0552978515625,465.03237533569336,1763888563
54,1716,960.6666666666666,1.1302957385778427,4749.648498535156,369.91707611083984,1763888564
55,1080,962.8363636363637,1.118957981467247,5164.5457763671875,519.5478935241699,1763888565
56,972,963.0,1.1305700987577438,4402.756652832031,397.4981689453125,1763888566
57,1128,965.8947368421053,1.1056905090808868,4967.1468505859375,414.9640579223633,1763888568
58,352,955.3103448275862,1.1157050728797913,4385.880432128906,380.3813056945801,1763888568
59,1732,968.4745762711865,1.1150712668895721,4521.824554443359,369.7550411224365,1763888570
60,1592,978.8666666666667,1.095532312989235,4629.441711425781,520.5753803253174,1763888572
61,300,967.7377049180328,1.1124625205993652,4600.132873535156,362.5212173461914,1763888572
62,604,961.8709677419355,1.0770979672670364,4206.778869628906,502.7175979614258,1763888573
63,736,958.2857142857143,1.1093137860298157,5005.036071777344,412.64525985717773,1763888574
64,1016,959.1875,1.0429589673876762,4404.289825439453,405.88145446777344,1763888575
65,388,950.4,1.0996266603469849,4640.303802490234,435.93519401550293,1763888576
66,924,950.0,1.0791311413049698,4458.8916015625,391.3673896789551,1763888577
67,532,943.7611940298508,1.1039483398199081,4640.197357177734,386.53552627563477,1763888578
68,1028,945.0,1.0742573589086533,3824.7362670898438,461.6784038543701,1763888579
69,480,938.2608695652174,1.0697489380836487,3792.8732299804688,359.2281322479248,1763888580
70,644,934.0571428571428,1.0546636879444122,3715.4287719726562,375.705659866333,1763888581
71,700,930.7605633802817,1.0782213360071182,3715.6458129882812,430.55014991760254,1763888582
72,632,926.6111111111111,1.1119339019060135,3363.17138671875,352.6764907836914,1763888583
73,348,918.6849315068494,1.0647621303796768,3516.7861328125,362.1067237854004,1763888584
74,392,911.5675675675676,1.031979039311409,3522.3760681152344,388.3904228210449,1763888585
75,756,909.4933333333333,1.0442629307508469,3015.6268615722656,295.8552083969116,1763888586
76,784,907.8421052631579,1.0483300760388374,3353.9973754882812,358.91819953918457,1763888587
77,1364,913.7662337662338,1.0412479862570763,3482.0830078125,357.2998447418213,1763888588
78,1148,916.7692307692307,1.0618391335010529,3291.60107421875,354.91117095947266,1763888589
79,524,911.7974683544304,1.0404299199581146,3076.0000610351562,410.9836769104004,1763888590
80,716,909.35,1.0415052101016045,3083.09130859375,343.3513412475586,1763888591
81,296,901.7777777777778,1.0815639197826385,2787.6719665527344,402.76645278930664,1763888592
82,868,901.3658536585366,1.0696037709712982,3370.8372497558594,348.8082733154297,1763888593
83,152,892.3373493975904,1.0493940636515617,2695.0753173828125,328.5128993988037,1763888594
84,284,885.0952380952381,1.0613476783037186,2572.3584899902344,354.4400463104248,1763888594
85,1112,887.7647058823529,1.0598352998495102,2752.842300415039,334.5479373931885,1763888596
86,536,883.6744186046511,1.0567127168178558,3048.2576904296875,305.6435966491699,1763888596
87,284,876.7816091954023,1.038243256509304,2545.6688537597656,432.9552974700928,1763888597
88,1020,878.4090909090909,1.0370280295610428,2738.086959838867,397.694429397583,1763888598
89,396,872.9887640449438,1.0216971710324287,2319.901168823242,352.4501647949219,1763888599
90,648,870.4888888888889,1.013655737042427,2224.168487548828,389.56248474121094,1763888600
91,260,863.7802197802198,1.040808118879795,2120.0120849609375,361.85070419311523,1763888601
92,1488,870.5652173913044,1.01103974878788,2149.7843017578125,290.3965034484863,1763888602
93,684,868.5591397849462,1.04059898853302,2233.6233825683594,373.4818744659424,1763888603
94,684,866.5957446808511,1.036835327744484,2114.0362701416016,363.3081855773926,1763888604
95,184,859.4105263157895,1.025720626115799,2006.8388214111328,327.5365056991577,1763888605
96,352,854.125,1.012320563197136,1967.947525024414,369.91214179992676,1763888606
97,704,852.5773195876288,1.032661110162735,1622.4009857177734,370.75244903564453,1763888607
98,908,853.1428571428571,0.9902072697877884,1482.5942840576172,303.47782135009766,1763888608
99,888,853.4949494949495,1.0312070176005363,1872.6908569335938,359.68203353881836,1763888609
100,1156,856.52,1.0312798395752907,1971.4896240234375,383.48894119262695,1763888610
101,1508,862.64,1.0058097690343857,1633.416519165039,362.3959217071533,1763888611
102,220,856.76,1.0111476927995682,1865.5296630859375,329.76111221313477,1763888612
103,280,839.56,0.9936613962054253,1773.8250885009766,356.2911834716797,1763888613
104,1068,835.04,1.0427009165287018,1758.3769989013672,350.6066360473633,1763888614
105,756,831.04,1.00394157320261,1520.0090942382812,369.7888526916504,1763888615
106,364,817.16,1.0454289391636848,1551.5012817382812,327.81284523010254,1763888616
107,968,812.76,1.0181597098708153,1493.4781799316406,288.62450981140137,1763888617
108,1056,814.04,1.0070488899946213,1748.2740020751953,407.2826976776123,1763888618
109,384,803.12,0.9853424951434135,1508.668472290039,312.15430641174316,1763888619
110,104,791.12,1.0264635384082794,1740.2428588867188,326.2979927062988,1763888620
111,1252,789.16,1.0045807585120201,1752.299560546875,346.2507781982422,1763888621
112,288,782.32,0.9993060752749443,1613.7661590576172,321.3402328491211,1763888622
113,1584,775.8,0.9688374102115631,1606.0386810302734,321.9453830718994,1763888623
114,360,764.4,1.0058462992310524,1578.691650390625,416.47635650634766,1763888624
115,508,759.28,1.0044454038143158,1667.9091796875,402.1885223388672,1763888625
116,340,749.8,1.025721289217472,1369.1515350341797,391.6242980957031,1763888626
117,664,748.6,1.0225062519311905,1850.2730102539062,442.6517028808594,1763888626
118,672,730.16,0.9490363001823425,1591.256607055664,409.7042827606201,1763888627
119,444,721.68,1.017686128616333,1582.6782684326172,373.0933132171631,1763888628
120,2200,736.08,1.011349730193615,1526.9805908203125,376.3989562988281,1763888630
121,1872,744.64,0.9898228794336319,1757.469985961914,452.7626533508301,1763888632
122,3248,775.6,0.994559645652771,1848.2352142333984,322.82820892333984,1763888634
123,716,779.88,0.9671712666749954,1591.5862426757812,294.947021484375,1763888635
124,600,775.72,0.9906161725521088,1517.8372650146484,324.3223628997803,1763888636
125,452,765.6,0.9740699380636215,1997.945541381836,380.28747177124023,1763888637
126,1164,773.2,0.9562753438949585,2156.707565307617,457.3760299682617,1763888638
127,96,763.28,0.9749936982989311,1929.5475769042969,316.28825759887695,1763888638
128,100,760.2,0.9920563772320747,2045.0010986328125,426.8273181915283,1763888639
129,268,759.36,0.9838207587599754,1842.8540344238281,377.07841300964355,1763888640
130,488,756.68,0.9871251657605171,1777.175033569336,387.4263973236084,1763888641
131,1488,756.64,0.9756890460848808,1574.1113967895508,449.8245658874512,1763888642
132,468,753.2,0.9712153747677803,1506.3108978271484,351.86345291137695,1763888643
133,516,751.76,0.9720932617783546,1594.9816436767578,361.584903717041,1763888644
134,580,754.16,0.9280378371477127,1633.7510070800781,338.9132308959961,1763888645
135,400,752.36,0.9679505899548531,2060.0206298828125,426.76355743408203,1763888645
136,628,748.36,0.9640195444226265,1990.3414306640625,340.6004581451416,1763888646
137,972,751.32,0.9929213598370552,2033.1119232177734,662.0786170959473,1763888648
138,248,751.28,0.9708885848522186,1672.5856475830078,477.3644771575928,1763888648
139,2512,761.24,0.9679894149303436,1598.059341430664,275.5022277832031,1763888650
140,420,763.28,0.9928884655237198,1826.877456665039,383.6972312927246,1763888651
141,316,761.36,0.9452623352408409,2350.9361114501953,414.71055793762207,1763888652
142,540,764.0,0.9558235257863998,1410.0320129394531,455.5397834777832,1763888652
143,256,763.52,0.9523202627897263,1560.2317962646484,290.5046844482422,1763888653
144,308,760.52,0.9933271184563637,2086.569595336914,436.1503047943115,1763888654
145,1260,771.64,0.9996515735983849,1518.117446899414,329.19804763793945,1763888655
146,508,761.48,0.9683538377285004,1852.005859375,373.13928985595703,1763888656
147,696,761.36,0.9844086691737175,1507.1405792236328,341.89532470703125,1763888657
148,892,764.56,0.9438121542334557,1773.7987823486328,338.03037452697754,1763888658
149,708,757.04,0.9644488096237183,1647.49609375,326.807559967041,1763888659
150,732,760.88,1.005662463605404,1882.9195404052734,415.1306381225586,1763888660
151,1600,770.84,0.9950214549899101,2115.007034301758,613.5087890625,1763888662
152,672,765.96,0.9623421132564545,1738.817153930664,281.9960994720459,1763888663
153,496,767.32,0.9434115216135979,1882.9493408203125,368.1207695007324,1763888664
154,484,755.0,0.9855627343058586,1704.3235321044922,434.4526824951172,1763888664
155,568,749.88,0.9474401548504829,1563.377700805664,372.17055320739746,1763888665
156,1408,754.24,0.9600013121962547,1580.6154327392578,491.8148727416992,1763888667
157,1056,753.52,0.9540098682045937,1616.130142211914,508.7725639343262,1763888668
158,424,754.24,0.9503439292311668,1594.6595916748047,314.83802795410156,1763888669
159,824,745.16,0.9485536813735962,1873.4225463867188,303.85082626342773,1763888670
160,432,733.56,0.9483034387230873,2002.753402709961,445.8123207092285,1763888670
161,1180,742.36,0.9440300613641739,1923.9019775390625,363.3152961730957,1763888672
162,324,739.56,0.954730711877346,1895.246841430664,375.0973243713379,1763888672
163,1596,748.16,0.9829945638775826,1881.0273895263672,455.43891525268555,1763888674
164,512,743.12,0.9384866803884506,1925.0973205566406,316.10359954833984,1763888675
165,248,741.72,0.9810723885893822,1857.3697814941406,533.060173034668,1763888675
166,1332,745.8,0.9467294216156006,1687.659912109375,444.58872413635254,1763888677
167,696,747.44,0.9425579458475113,1746.2842254638672,322.75296783447266,1763888678
168,1448,751.64,0.9428105726838112,2166.9974212646484,473.9499168395996,1763888679
169,1420,761.04,0.9834871664643288,1502.764533996582,418.56374740600586,1763888680
170,760,762.2,0.9361076503992081,1765.7242279052734,358.7083206176758,1763888681
171,464,759.84,0.9741523712873459,1869.9364471435547,477.1158752441406,1763888682
172,1744,770.96,0.9437951520085335,1868.1478118896484,368.25063705444336,1763888684
173,992,777.4,0.9277059733867645,1714.843765258789,339.1980438232422,1763888685
174,1172,785.2,0.9395637214183807,1775.0282745361328,377.5840358734131,1763888686
175,1224,789.88,0.9339275136590004,2128.2412872314453,351.09362602233887,1763888688
176,604,788.08,0.9718125984072685,1420.5550994873047,309.45249366760254,1763888688
177,180,776.24,0.9309489279985428,1462.5169067382812,352.0555591583252,1763888689
178,480,769.56,0.9225149005651474,1641.2150115966797,331.5546875,1763888690
179,392,768.24,0.97575344145298,1628.0490112304688,414.72574615478516,1763888691
180,1976,780.84,0.9603919312357903,1741.6900024414062,525.6345691680908,1763888693
181,480,782.68,0.9506989419460297,1752.1250457763672,416.57422256469727,1763888693
